agr;site_type;numero_de_site;hopital;site;adresse;post;commune;telefon;website;langue;region;province;region_hospitalier;type_hopital;statut;a;a1;a2;c;cd;d;e;g;ib_ptca_adultes;k;k1;k2;l;m;nic;s1;s2;s3;s4;s5;s6;t;t1;t2;tfb;tfp;tg;total_lits;capacite-fusion;remarques;officine_hospitaliere;imagerie_medicale_avec_scanner;tomographe_a_resonance_magnetique_rmn;scanner-pet;radiotherapie;centre_de_dialyse;programme_de_soins_pathologie_cardiaque_a;programme_de_soins_pathologie_cardiaque_b3;programme_de_soins_pathologie_cardiaque_b1-b2;programme_de_soins_pathologie_cardiaque_c;programme_de_soins_pathologie_cardiaque_e;programme_de_soins_pathologie_cardiaque_p;programme_de_soins_pathologie_cardiaque_t;collaboration_ou_association_concernant_programme_de_soins_pathologie_cardiaque;programme_de_soins_de_base_soins_de_l_avc;programme_de_soins_specialise_soins_de_l_avc_impliquant_des_procedures_invasives;programme_de_soins_medecine_de_la_reproduction_type_a;programme_de_soins_medecine_de_la_reproduction_type_b;association_concernant_du_programme_de_soins_medecine_de_la_reproduction;programme_de_soins_d_oncologie;programme_de_soins_de_base_en_oncologie;programme_coordinateur_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein_clinique_du_sein_satellite;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_pour_enfants;programme_de_soins_pour_le_patient_geriatrique_service_de_gériatrique;programme_de_soins_pour_le_patient_geriatrique_consultation_gériatrique;programme_de_soins_pour_le_patient_geriatrique_l_hôpital_de_jour_pour_le_patient_gériatrique;programme_de_soins_pour_le_patient_geriatrique_liaison_interne;programme_de_soins_pour_le_patient_geriatrique_liaison_externe;soins_intensifs;soins_neonatals_locaux_nx;soins_perinatals_regionaux;liaison_pediatrique;urgences;smur;banque_de_sang_hospitaliere;soins_palliatifs;hospitalisation_chirurgical_de_jour;hospitalisation_non_chirurgical_de_jour;coordination_locale_des_donateurs;fonction_de_mediateur;centre_de_transplantation;centre_pour_la_reproduction_humaine;centre_de_traitement_de_grands_brules;centre_d_expertise_pour_les_patients_comateux;centre_de_la_mucoviscidose;service_anatomopathologie
308;SP;1250;ALGEMEEN ZIEKENHUIS HERENTALS;;NEDERRIJ 133;2200;HERENTALS;014/24.61.11;www.azherentals.be;N;V;Antwerpen;Geel;Algemeen ziekenhuis;Openbaar;;;;84;;70;15;24;;;;;;20;;;30;;;;;;;;;;;243;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;Associatie met het A.Z. Turnhout, Rubbensstraat 166 te 2300 Turnhout;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
310;SP;1980;ALGEMEEN ZIEKENHUIS ST. AUGUSTINUS;;IEPERSE STEENWEG 100;8630;VEURNE;058/33.31.11;www.azsav.be;N;V;West-Vlaanderen;Oostende;Algemeen ziekenhuis;Privaat;30;;;61;;50;17;48;;;;;;18;;;;;;;;;;;;;;224;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
314;SP;1270;ALGEMEEN ZIEKENHUIS HEILIGE FAMILIE;;'S HERENBAAN 172;2840;REET;03/880.90.11;www.hfr.be;N;V;Antwerpen;Mechelen;Algemeen ziekenhuis;Privaat;;;;90;;82;;24;;;;;;11;;;;;;;;;;;;;;207;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
322;SP;4230;UNIVERSITAIRE ZIEKENHUIZEN K.U.L.;GASTHUISBERG;HERESTRAAT 49;3000;LEUVEN;016/33.22.11;www.uzleuven.be;N;V;Vlaams-Brabant;Leuven;Universitair ziekenhuis;Privaat;;;;473;6;606;128;84;;40;7;;8;65;35;;;;;;;;;;;;;1452;1771;De 40 K- bedden & 7 k(d) plaatsen worden uitgebaat in associatie met Universitair Centrum St. Jozef te Kortenberg (943);Ziekenhuisapotheek (Associatie met het Nationaal Multiple Sclerose Centrum - Melsbroek, de functie is gelokaliseerd in beide ziekenhuizen) ;Medische Beeldvorming met scanner;X (4);Pet- scanner;Radiotherapie;Dialysecentrum;X;X;;X;X;X;X;;;;;X;;Zorgprogramma oncologie;;;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;Regionale Perinatale zorgen;Pediatrische liaison;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;Transplantatiecentrum;Centrum voor menselijke erfelijkheid;Brandwondencentrum;;;
322;SS;4260;UNIVERSITAIRE ZIEKENHUIZEN K.U.L.;STADSCAMPUS;BRUSSELSESTRAAT 69;3000;LEUVEN;016/34.49.00;;N;V;Vlaams-Brabant;Leuven;;;;;;30;;;;17;;;;;;;;;;;9;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;;;;;Chirurgische Daghospitalisatie;;;;;;;;;
322;SS;4270;UNIVERSITAIRE ZIEKENHUIZEN K.U.L.;ST. BARBARA;WELIGERVELD 1;3212;PELLENBERG;016/33.22.11;;N;V;Vlaams-Brabant;Leuven;;;;;;133;;24;;34;;;;;;;;;72;;;;;;;;;;;263;;;;Medische beeldvorming met scanner;;;;;;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;;;;;Chirurgische daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;Expertisecentrum voor comapatiënten (5 bedden);;
325;SP;2750;C. H. UNIVERSITAIRE ANDRE VESALE;ANDRE VESALE;RUE DE GOZEE 706;6110;MONTIGNY-LE-TILLEUL;071/92.15.11;www.chu-charleroi.be;F;W;Hainaut;Charleroi;Hôpital général à caractère universitaire;Public;;;;71;65;152;15;78;;;;;;20;;;;;;20;;;;;;;;421;594;;Officine Hospitaliere;Imagerie médicale avec scanner;X (1);;Radiothérapie;Centre de dialyse;X;;;;X;X;;;;;;;;Programme de soins d'oncologie;;;;Programme de soins oncologiques spécialisé pour le cancer du sein;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;;Coordination locale des donneurs;;;;;;;
325;SS;VH12;C. H. UNIVERSITAIRE ANDRE VESALE;LEONARD DE VINCI;RUE DE GOZEE 706;6110;MONTIGNY-LE-TILLEUL;071/92.38.73;;F;W;Hainaut;Charleroi;;;;;;;;;;;;;;;;;;45;25;95;8;;;;;;;;;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centre d'expertise pour les patients comateux (5 lits);;
332;SP;1740;C.H. INTERREGIONAL EDITH CAVELL;EDITH CAVELL;RUE EDITH CAVELL 32;1180;BRUXELLES-18;02/434.41.11;www.chirec.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Algemeen ziekenhuis - Hôpital général;Privaat - Privé;;;;36;72;30;20;24;;;;;;70;15;;20;;;;;;;;;;;287;479;;Ziekenhuisapotheek - Officine Hospitaliere;Medische Beeldvorming met scanner - Imagerie médicale avec scanner ;X (1);;Radiotherapie - Radiothérapie;Dialysecentrum - Centre de dialyse;X;;;;;X;;;;;X;;;Programme de soins d'oncologie;;;;Programme de soins oncologiques spécialisé pour le cancer du sein;Zorgprogramma voor kinderen / programme de soins pour enfants;;;;;;Intensieve Zorgen - Soins Intensifs;Lokale neonatale zorgen - Soins néonatals locaux;Regionale Perinatale zorgen - Soins Périnatals Régionaux;;Gespecialiseerde Spoedgevallenzorg - Soins Urgents Spécialisés;;Ziekenhuisbloedbank - Banque de sang hospitalière;Palliatieve Zorgen - Soins Palliatifs;Chirurgische daghospitalisatie - Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;;Ombudsfunctie - Fonction de médiateur;;;;;;
332;SS;1750;C.H. INTERREGIONAL EDITH CAVELL;PARC LEOPOLD;RUE FROISSART 38;1040;BRUXELLES--4;02/434.51.11;;B;B;Brussel-Bruxelles;Bruxelles - Brussel;;;;;;;115;30;;24;;;;;;;;;23;;;;;;;;;;;192;;;;Medische Beeldvorming met scanner - Imagerie médicale avec scanner;;;;;X;;;;;X;;;;;;;;;Programme de soins de base en oncologie;;;;;;;;;;Intensieve Zorgen - Soins Intensifs;;;;Première prise en charge des urgences - Eerste opvang van spoedgevallen;;Ziekenhuisbloedbank - Banque de sang hospitalière;;Chirurgische Daghospitalisatie - Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;;Ombudsfunctie - Fonction de médiateur;;;;;;
346;SP;1710;CENTRE HOSPITALIER TUBIZE - NIVELLES;NIVELLES;RUE SAMIETTE 1;1400;NIVELLES;067/88.52.11;www.entite-jolimontoise.be;F;W;Brabant Wallon;Brabant Wallon;Hôpital général;Privé;;;;30;;45;15;39;;;;;;15;;;;;;;;;;;;;;144;228;;Officine Hospitaliere;Imagerie médicale avec scanner;;;;;X;;;;;X;;;;;;;;Programme de soins d'oncologie;;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;;;;;;;;
346;SS;1720;CENTRE HOSPITALIER TUBIZE - NIVELLES;TUBIZE;AVENUE DE SCANDIANO 8;1480;TUBIZE;02/391.01.30;;F;W;Brabant Wallon;Ath - Soignies;;;;;;30;;30;;24;;;;;;;;;;;;;;;;;;;;84;;;;;;;;;X;;;;;;;;;;;;;;Programme de soins de base en oncologie;;;;;;;;;;;;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);;;Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;;;;;;;;
371;SP;3560;ZIEKENHUIS OOST - LIMBURG;ST. JAN;SCHIEPSE BOS 6;3600;GENK;089/32.50.50;www.zol.be;N;V;Limburg;Hasselt - Genk;Algemeen ziekenhuis met universitair karakter;Openbaar;30;12;;207;;214;25;96;;;;;;60;17;;;;9;;;;;;;;;670;811;;Ziekenhuisapotheek;Medische Beeldvorming met scanner (1);X (2);Associatie m.b.t. de gezamelijke exploitatie van een Pet-scanner, het toestel staat opgesteld in het Jessaziekenhuis (campus Virga Jesse) Hasselt;Radiotherapiedienst  - associatie met Jessaziekenhuis, Hasselt;Dialysecentrum;X;X;;;X;X;;;;;;X;Associatie met Jessaziekenhuis, Hasselt;Zorgprogramma oncologie;;Coördinerend gespecialiseerd oncologisch zorgprogramma voor borstkanker;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen ;Regionale Perinatale zorgen;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
371;SS;3040;ZIEKENHUIS OOST - LIMBURG;ST.-BARBARA;BESSEMERSTRAAT 478;3620;LANAKEN;089/32.50.50;;N;V;Limburg;Hasselt - Genk;;;;;;34;;25;;30;;;;;;;;;22;;;;30;;;;;;;141;;;;Medische Beeldvorming met scanner (1);;;;;;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;Eerste opvang van Spoedgevallen;;;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
378;SP;1970;ST.-REMBERTZIEKENHUIS V.Z.W.;;ST.-REMBERTLAAN 21;8820;TORHOUT;050/23.21.11;www.azstrembert.be;N;V;West-Vlaanderen;Roeselare;Algemeen ziekenhuis;Privaat;;;;44;;56;15;58;;;;;;18;;;20;;;;;;;;;;;211;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;Associatie met AZ Zeno, Knokke-Heist (392);;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
392;SP;1030;ALGEMEEN ZIEKENHUIS ZENO;KNOKKE-HEIST;GRAAF JANSDIJK 162;8300;KNOKKE-HEIST;050/63.31.11;www.azzeno.be;N;V;West-Vlaanderen;Brugge;Algemeen ziekenhuis;Privaat;30;;;44;;53;15;24;;;;;;13;;;;;;;;;;;;;;179;334;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
392;SS;1040;ALGEMEEN ZIEKENHUIS ZENO;BLANKENBERGE;DR. VERHAEGHESTRAAT 1;8370;BLANKENBERGE;050/43.41.11;;N;V;West-Vlaanderen;Brugge;;;;;;41;;47;;27;;;;;;;;20;20;;;;;;;;;;;155;;;;Medische Beeldvorming met scanner;;;;;X;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;Intensieve zorgen;;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
395;SP;1170;ST.-ANDRIESZIEKENHUIS;;BRUGGESTRAAT 84;8700;TIELT;051/42.51.11;www.sintandriestielt.be;N;V;West-Vlaanderen;Roeselare;Algemeen ziekenhuis;Privaat;30;;;75;;75;20;48;;;;;;18;;;;;;;;;;;;;;266;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;X;;;;;X;;;;;;;;Zorgprogramma oncologie;;;;Associatie met H. Hartziekenhuis Roeselare - Menen, Wilgenstraat 2 te 8800 Roeselare;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
396;SP;1090;ALGEMEEN ZIEKENHUIS GROENINGE;KENNEDYLAAN;PRESIDENT KENNEDYLAAN 4;8500;KORTRIJK;056/63.63.63;www,azgroeninge,be;N;V;West-Vlaanderen;Kortrijk;Algemeen ziekenhuis;Privaat;;;;96;;126;48;;;;;;;48;;;;;;;;;;;;;;318;1065;;Ziekenhuisapotheek;Medische beeldvorming met scanner ( 1);;;;;X;;;;;;;;;;X;;;;Zorgprogramma oncologische basiszorg;Coördinerend gespecialiseerd oncologisch zorgprogramma voor borstkanker;;;Zorgprogramma voor kinderen;;geriatrisch consult;;;externe liaison;Intensieve zorgen;Lokale neonatale zorgen;;;;;Ziekenhuisbloedbank;Palliatieve zorgen;Chirurgische daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
396;SS;1060;ALGEMEEN ZIEKENHUIS GROENINGE;REEPKAAI;REEPKAAI 4;8500;KORTRIJK;056/63.63.63;;N;V;West-Vlaanderen;Kortrijk;;;;;;;;;;120;;;;;;;;25;;;10;60;;;;;;;;215;;;;Medische Beeldvorming met scanner (1);;Pet- scanner;;;X;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;;;Ziekenhuisbloedbank;;;;;;;;;;;
396;SS;1070;ALGEMEEN ZIEKENHUIS GROENINGE;LOOFSTRAAT ;LOOFSTRAAT 43;8500;KORTRIJK;056/63.63.63;;N;V;West-Vlaanderen;Kortrijk;;;;;;96;;212;;;;;;;;;;;;;;;;;;;;;;308;;;;Medische Beeldvorming met scanner (1);X (2);;Radiotherapie;Dialysecentrum;X;;X;;X;X;;Deelprogramma B1-B2 wordt uitgebaat in associatie met A.Z. Maria Middelares te Gent (017);;;;;;Zorgprogramma oncologie;;;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;;dienst voor geriatrie;geriatrisch consult;;;;Intensieve Zorgen;;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
396;SS;1050;ALGEMEEN ZIEKENHUIS GROENINGE;VERCRUYSSELAAN;BURG. VERCRUYSSELAAN 5;8500;KORTRIJK;056/63.63.63;;N;V;West-Vlaanderen;Kortrijk;;;60;18;;116;;;;;;;;;;;;;;;;;30;;;;;;;224;;;;Medische Beeldvorming met scanner (1);;;;;X;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;;geriatrisch consult;;;;;;;;;;Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
397;SP;1990;O.L.V. VAN LOURDES ZIEKENHUIS WAREGEM;;VIJFSEWEG 150;8790;WAREGEM;056/62.31.11;www.ziekenhuiswaregem.be;N;V;West-Vlaanderen;Kortrijk;Algemeen ziekenhuis;Privaat;30;;;58;;67;22;48;;;;;;22;;;20;;;;;;;;;;;267;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
403;SP;4190;CLINIQUES UNIVERSITAIRES ST.-LUC;;AVENUE HIPPOCRATE 10;1200;BRUXELLES-20;02/764.11.11;www.saintluc.be;F;B;Brussel-Bruxelles;Bruxelles - Brussel;Universitair ziekenhuis - Hôpital universitaire;Privaat - Privé;24;;;345;;357;99;48;;5;15;;;36;22;;28;;;;;;;;;;;979;;;Ziekenhuisapotheek - Officine Hospitaliere;Medische Beeldvorming met scanner (1)- Imagerie médicale avec scanner (1);X (3);Pet- scanner - Scanner pet (1);Radiotherapie - Radiothérapie;Dialysecentrum - Centre de dialyse;X;X;;X;X;X;X;;;;;X;;Zorgprogramma oncologie - Programme de soins d'oncologie;;Programme coordinateur de soins oncologiques spécialisé pour le cancer du sein ;;;Programme de soins pour enfants / Zorgprogramma voor kinderen;Dienst voor geriatrie - Service de gériatrique;;;;;Intensieve Zorgen - Soins Intensifs;Lokale neonatale zorgen - Soins néonatals locaux;Regionale Perinatale zorgen - Soins Périnatals Régionaux;Liaison pédiatrique;Gespecialiseerde Spoedgevallenzorg - Soins Urgents Spécialisés;Mobiele Urgentiegroep (MUG) - Service Mobile d'Urgence (SMUR);Ziekenhuisbloedbank - Banque de sang hospitalière;Palliatieve Zorgen - Soins Palliatifs;Chirurgische Daghospitalisatie - Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;Coordination locale des donneurs;;Transplantatiecentrum - Centre de transplantation ;Centrum voor menselijke erfelijkheid - Centre de génétique humaine;;;;
406;SP;4210;C.H.U. BRUXELLES - HOPITAL ERASME;ERASME;ROUTE DE LENNIK 808;1070;BRUXELLES--7;02/555.31.11;www.hopitalerasme.be;F;B;Brussel-Bruxelles;Bruxelles - Brussel;Universitair ziekenhuis - Hôpital universitaire;Privaat - Privé;50;;;337;39;311;15;24;;20;;;;27;21;;;20;;;;;;;;;;864;1076;;Ziekenhuisapotheek - Officine Hospitaliere;Medische beeldvorming met scanner - Imagerie médicale avec scanner;X (3);Pet- scanner - Scanner pet;;Dialysecentrum - Centre de dialyse;X;X;;;X;X;X;Association programme B3 avec CHU Tivoli, La-Louviere (096);;;;X;;Zorgprogramma oncologie - Programme de soins d'oncologie;;Programme coordinateur de soins oncologiques spécialisé pour le cancer du sein ;;;Programme de soins pour enfants / Zorgprogramma voor kinderen;;;;;;Intensieve Zorgen - Soins Intensifs;Lokale neonatale zorgen - Soins néonatals locaux;;;Gespecialiseerde Spoedgevallenzorg - Soins Urgents Spécialisés;Mobiele Urgentiegroep (MUG) - Service Mobile d'Urgence (SMUR);Ziekenhuisbloedbank - Banque de sang hospitalière;Palliatieve Zorgen - Soins Palliatifs;Chirurgische Daghospitalisatie - Hospitalisation Chirurgicale de Jour;;Coordination locale des donneurs;;Transplantatiecentrum - Centre de transplantation ;Centrum voor menselijke erfelijkheid - Centre de génétique humaine;;;;
406;SS;2390;C.H.U. BRUXELLES - HOPITAL ERASME;CTR;PLACE A. VAN GEHUCHTEN 4;1020;BRUXELLES--2;02/475.12.11;;F;B;Brussel-Bruxelles;Bruxelles - Brussel;;;;;;;;;;;;;;;;;;;29;88;;;;;;;;;;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centre d'expertise pour le patients comateux (6 lits);;
406;SS;2380;C.H.U. BRUXELLES - HOPITAL ERASME;HOPITAL DE REVALIDATION GERIATRIQUE;RUE DE LA CHARRETTE 27;1200;BRUXELLES-20;02/777.75.11;;F;B;Brussel-Bruxelles;Bruxelles - Brussel;;;;;;;;;;95;;;;;;;;;;;;;;;;;;;;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ombudsfunctie - Fonction de médiateur;;;;;;
409;SP;3350;CLINIQUE NOTRE-DAME DE GRACE;;CHAUSSEE DE NIVELLES 212;6041;GOSSELIES;071/37.90.00;www.cndg.be;F;W;Hainaut;Charleroi;Hôpital général;Privé;;;;50;10;46;22;24;;;;;;24;;;;;;20;;;;;;;;196;;;Officine Hospitaliere;Imagerie médicale avec scanner;Assocation avec Grand Hôpital de Charleroi (010);;;;X;;;;X;X;;;;;;;;Programme de soins d'oncologie;;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;;Coordination locale des donneurs;;;;;;;
410;SP;3380;CENTRE HOSPITALIER EPICURA;HORNU;ROUTE DE MONS 63;7301;HORNU;065/71.31.11;www.epicura.be;F;W;Hainaut;Mons;Hôpital général;Privé;30;10;;95;8;124;15;65;;;;;;20;;;24;;;;;;;;;;;391;639;;Officine Hospitaliere;Imagerie médicale avec scanner (1);;;;Centre de dialyse;X;;X;;X;X;;Les programmes partiels B1-B2 est utilisé en association avec Grand Hôpital de Charleroi, Gilly (010);;;;;;Programme de soins d'oncologie;;Programme coordinateur de soins oncologiques spécialisé pour le cancer du sein ;;;Programme de soins pour enfants;;;;;;Soins Intensifs;;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec CH Epicura (site Baudour) et CHR Mons - Hainaut (site Warquignies) à Boussu;Banque de sang hospitalière;Soins Palliatifs;;;Coordination locale des donneurs;;;;;;;
410;SS;3390;CENTRE HOSPITALIER EPICURA;FRAMERIES;RUE DE FRANCE 2;7080;FRAMERIES;065/61.22.11;;F;W;Hainaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hospitalisation chirurgicale de jour;;;;;;;;;
410;SS;3060;CENTRE HOSPITALIER EPICURA;BAUDOUR;RUE LOUIS CATY 136;7331;BAUDOUR;065/76.81.11;;F;W;Hainaut;Mons;;;;;;61;39;60;15;27;;;;;;22;;;24;;;;;;;;;;;248;;;;Imagerie médicale avec scanner (1);;;Radiothérapie;Centre de dialyse;X;;;;;;;;;;;;;Programme de soins d'oncologie;;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec CH Epicura (site Hornu) et CHR Mons - Hainaut (site Warquignies) à Boussu;Banque de sang hospitalière;;Hospitalisation chirurgicale de jour;;;;;;;;;
412;SP;3410;CENTRE HOSPITALIER REGIONAL DE LA CITADELLE;CITADELLE;BOULEV. DU 12E DE LIGNE 1;4000;LIEGE;04/225.61.11;www.chrcitadelle.be;F;W;Liège;Liège;Hôpital général à caractère universitaire;Public;60;;;242;76;292;80;123;;20;;;;53;25;;;;;;;;;;;;;971;1036;;Officine Hospitaliere;Imagerie médicale avec scanner;X (2);;;Centre de dialyse;X;X;;;X;X;;;;;;X;;Programme de soins d'oncologie;;Programme coordinateur de soins oncologiques spécialisé pour le cancer du sein ;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux ;Soins Périnatals Régionaux;Liaison pédiatrique;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) ;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;Niet- chirurgische daghospitalisatie;Coordination locale des donneurs;;;;;;;
412;SS;3430;CENTRE HOSPITALIER REGIONAL DE LA CITADELLE;CHATEAU ROUGE;RUE DU GRAND PUITS 47;4040;HERSTAL;04/240.59.05;;F;W;Liège;Liège;;;;;;;;20;;;;;;;;;;;20;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;SS;3420;CENTRE HOSPITALIER REGIONAL DE LA CITADELLE;STE. ROSALIE;RUE DES WALLONS 72;4000;LIEGE-1;04/254.72.11;;F;W;Liège;Liège;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
